plateifu,cd_re,cd_im,g2_re,g2_im,j3o_re,j3o_im,sl2_re,sl2_im
10492-6102,1.03446269e0,4.31226513e-1,2.70620031e0,1.51459324e0,1.94868586e0,1.60630244e0,2.05873230e-1,8.66113839e-2
10492-6103,-4.88846408e-1,-3.39298603e-1,-1.12720116e0,-1.13965351e0,-5.97715198e-1,-1.12413854e0,-1.00508155e-1,-7.34352167e-2
10492-9101,1.23217058e0,4.75196655e-1,3.13728112e0,1.57770642e0,2.16990723e0,1.53540937e0,2.43596790e-1,1.04291927e-1
10492-9102,-9.89008056e-2,8.78687334e-2,-3.73169544e-1,2.77327659e-1,-4.32842178e-1,2.43517985e-1,-1.70070392e-2,2.08180473e-2
10493-12701,1.16883088e-1,1.70196376e-1,1.55605296e-1,4.59037209e-1,-4.28279058e-2,3.24386177e-1,1.67141251e-2,4.45166056e-2
10493-12703,-4.04972475e-1,-3.22498549e-1,-8.39206399e-1,-9.98764268e-1,-3.32785428e-1,-8.63774237e-1,-8.06039387e-2,-7.74207588e-2
10493-12705,-1.20757358e-1,-9.86964849e-2,-2.58781199e-1,-2.45971624e-1,-1.45254090e-1,-1.68960828e-1,-1.50049735e-2,-2.41911643e-2
10493-1902,-6.39135441e-1,-2.71608928e-1,-1.66609883e0,-9.58638870e-1,-1.18648043e0,-1.02228743e0,-1.27841737e-1,-5.41524789e-2
10493-3701,-1.98674612e-1,-1.45523173e-1,-4.22128021e-1,-4.52662920e-1,-1.82116279e-1,-3.92725880e-1,-3.98074454e-2,-3.48481457e-2
10493-3702,1.03725157e-1,-4.80397849e-2,3.10641801e-1,-1.70674277e-1,2.84185372e-1,-1.84295881e-1,1.93264849e-2,-9.44647263e-3
10493-6101,-7.64635892e-2,-2.02115316e-1,-3.71004220e-2,-6.56456928e-1,2.01898516e-1,-6.11486803e-1,-1.84903189e-2,-4.59411681e-2
10493-6103,2.36874375e-1,-1.69027417e-1,7.42934651e-1,-5.96708539e-1,7.24394918e-1,-6.37826381e-1,4.30430494e-2,-3.36379881e-2
10493-9101,-8.93489120e-2,2.35730164e-1,-5.77922849e-1,6.55804634e-1,-8.65272275e-1,4.32161274e-1,-1.44750652e-2,6.41910578e-2
10493-9102,-3.38183619e-1,-2.92210163e-1,-6.62698404e-1,-8.69223918e-1,-2.19458950e-1,-7.03751471e-1,-6.49448692e-2,-7.29344189e-2
10494-12702,-5.98777561e-1,-1.42862246e-1,-1.64227769e0,-5.11261710e-1,-1.29691509e0,-5.58522610e-1,-1.16842184e-1,-2.76983182e-2
10494-12704,-4.03696955e-1,-1.77260764e-1,-1.03938695e0,-6.17525849e-1,-7.23883031e-1,-6.46255316e-1,-8.07980671e-2,-3.61327302e-2
10494-1901,3.75994512e0,2.07788940e0,9.05575230e0,6.96411024e0,5.44574154e0,6.84489495e0,7.62370600e-1,4.51222466e-1
10494-1902,7.27523718e0,1.24769064e0,2.01163241e1,4.46376552e0,1.61301595e1,4.87446961e0,1.41372900e0,2.42034675e-1
10494-3702,9.40616806e-1,1.95763400e-1,2.56239541e0,6.83674083e-1,2.00438019e0,7.20040911e-1,1.83512323e-1,3.96691281e-2
10494-3704,-5.98880543e-1,-3.52190667e-1,-1.42131633e0,-1.16693735e0,-8.30095179e-1,-1.12809067e0,-1.21017248e-1,-7.76851838e-2
10494-6101,-5.36383342e-1,-4.09567720e-1,-1.15411914e0,-1.31654398e0,-5.02714228e-1,-1.20820919e0,-1.09490535e-1,-9.42464002e-2
10494-6102,4.24816790e-1,-1.80295980e-2,1.23278678e0,-5.34718029e-2,1.07196396e0,-3.96883762e-2,8.07193688e-2,-4.65788088e-3
10494-6103,-4.80481906e-1,-2.56420781e-1,-1.16955995e0,-8.58857924e-1,-7.24857816e-1,-8.44487763e-1,-9.68704237e-2,-5.56898011e-2
10494-9102,-2.01477224e-1,1.34812567e-2,-6.32401552e-1,-3.83948598e-4,-5.94667252e-1,-7.26220892e-2,-3.89368571e-2,7.34135352e-3
10495-12701,1.48095448e-1,1.23508418e-1,3.06521209e-1,3.78057316e-1,1.26240822e-1,3.25231281e-1,2.85476042e-2,2.97526104e-2
10495-12703,2.03795500e0,4.23755543e-1,5.60285930e0,1.51709534e0,4.44321438e0,1.65764603e0,3.97331714e-1,8.21193552e-2
10495-12704,1.70893111e-2,2.85599734e-1,-2.40019668e-1,4.10093344e-1,-2.86170138e-1,-7.20944580e-2,-5.45415664e-2,8.66344353e-2
10495-12705,-8.13062118e-1,-5.43177425e-1,-1.86079058e0,-1.78908432e0,-9.80678579e-1,-1.71078097e0,-1.65710689e-1,-1.20913062e-1
10495-1901,-6.23310354e-1,-4.12337535e-1,-1.43764284e0,-1.36845776e0,-7.70589279e-1,-1.32413806e0,-1.27351990e-1,-9.08309775e-2
10495-1902,4.29747032e0,9.07787312e-1,1.18007929e1,3.23346616e0,9.34596330e0,3.50757739e0,8.37553630e-1,1.77571433e-1
10495-3701,1.25672759e0,4.87094606e-1,3.31461706e0,1.72599259e0,2.41872730e0,1.85137779e0,2.50239981e-1,9.64402674e-2
10495-3702,-5.25831065e-2,3.28598479e-2,-1.92396184e-1,9.41744746e-2,-2.13320997e-1,6.71062666e-2,-9.60664623e-3,8.68789970e-3
10495-3703,2.54512435e0,7.51486435e-1,6.82542430e0,2.64071067e0,5.17276204e0,2.80363180e0,5.00878799e-1,1.50777037e-1
10495-3704,1.49785805e0,3.38890116e-2,4.23209762e0,1.27983289e-1,3.52628059e0,1.51438411e-1,2.87951746e-1,5.85688831e-3
10495-6101,-1.73411552e-1,2.58807051e-2,-5.23875886e-1,8.05037675e-2,-4.82145168e-1,6.78230229e-2,-3.24508253e-2,6.27837521e-3
10495-6102,-6.71364316e-1,-4.78617659e-1,-1.48938890e0,-1.54853701e0,-7.21927312e-1,-1.43873256e0,-1.36386681e-1,-1.09117783e-1
10495-6103,5.77367945e-1,5.42757318e-1,1.09870320e0,1.62223013e0,3.09670012e-1,1.33108963e0,1.10518148e-1,1.34438285e-1
10495-9101,-5.00123817e-1,-5.46103349e-1,-8.39554537e-1,-1.49104539e0,-1.23529810e-1,-1.05570396e0,-8.20296211e-2,-1.43990841e-1
10495-9102,-4.03669234e-1,-1.63482913e-1,-1.05744874e0,-5.77764402e-1,-7.60820637e-1,-6.17223184e-1,-8.05967287e-2,-3.25241694e-2
10496-12701,-3.01765969e-1,-1.36721519e-1,-7.64440318e-1,-4.67266976e-1,-5.17044870e-1,-4.74795042e-1,-6.04043289e-2,-2.87654683e-2
10496-12704,-4.25625752e-1,-2.48586436e-1,-9.97655710e-1,-7.95509925e-1,-5.79789684e-1,-7.31748811e-1,-8.41833251e-2,-5.71865136e-2
10496-12705,-3.80769437e-1,-3.31565339e-1,-7.54905188e-1,-1.00061342e0,-2.58830194e-1,-8.34333266e-1,-7.35997955e-2,-8.13596070e-2
10496-1901,2.96424718e-1,1.84325588e-1,7.20677552e-1,6.34860352e-1,4.38533847e-1,6.52307673e-1,6.04669600e-2,3.83186090e-2
10496-1902,3.37364928e-1,1.52991839e-1,8.69130089e-1,5.34006508e-1,6.06038950e-1,5.60639049e-1,6.75125489e-2,3.10777688e-2
10496-3701,1.66099684e0,-3.83387613e-2,4.71208585e0,-1.30005424e-1,3.95377241e0,-1.29558038e-1,3.18642361e-1,-8.19876293e-3
10496-3702,2.37658598e-1,1.18231834e-1,6.09566102e-1,4.14281710e-1,4.20461714e-1,4.37659242e-1,4.76831504e-2,2.38504587e-2
10496-3703,1.98067722e-1,9.67128990e-2,4.75489722e-1,3.12715234e-1,2.88556436e-1,2.89757094e-1,3.96566044e-2,2.20890766e-2
10496-3704,6.26866361e-1,2.54144434e-1,1.58892398e0,8.56586034e-1,1.07923344e0,8.49655072e-1,1.25203575e-1,5.47237591e-2
10496-6101,-6.32877772e-1,-4.18152197e-1,-1.45764921e0,-1.38540707e0,-7.78942384e-1,-1.33693414e0,-1.29246718e-1,-9.23326514e-2
10496-6102,-5.59506752e-1,-3.57131573e-1,-1.28845971e0,-1.16681758e0,-6.97195763e-1,-1.10200848e0,-1.13260979e-1,-8.03532011e-2
10496-6103,-5.26557540e-1,-3.19429043e-1,-1.24638369e0,-1.06581783e0,-7.18638239e-1,-1.04103708e0,-1.06945305e-1,-6.97887575e-2
10496-6104,1.43118602e0,7.25982596e-3,4.02667097e0,2.71936495e-2,3.33101796e0,3.18275190e-2,2.75687211e-1,1.27793146e-3
10496-9101,-7.55282218e-2,-1.47148158e-1,-1.14293238e-1,-5.04213223e-1,4.21022928e-2,-5.13386533e-1,-1.74743170e-2,-3.08673118e-2
10496-9102,-3.84529385e-1,-2.74154048e-1,-8.41288483e-1,-8.57643503e-1,-4.06255311e-1,-7.59208036e-1,-7.59344702e-2,-6.48140120e-2
10497-12701,-1.55604265e-1,-2.35353881e-2,-4.41924562e-1,-7.50761410e-2,-3.79476557e-1,-8.18594434e-2,-2.80590898e-2,-4.64696412e-3
10497-12702,1.90171820e-1,-9.18299861e-3,5.70268663e-1,-1.32027267e-2,5.14874041e-1,1.64819576e-2,3.61654961e-2,-3.76220414e-3
10497-12703,-3.93072212e-1,-3.25248703e-1,-7.98516283e-1,-9.93432711e-1,-2.98567903e-1,-8.41663852e-1,-7.71730380e-2,-7.90968093e-2
10497-12704,2.16701905e-1,-1.32915578e-1,6.75010136e-1,-4.67005112e-1,6.51676575e-1,-4.95396825e-1,3.95786450e-2,-2.66840779e-2
10497-12705,-6.87914406e-1,-4.38026174e-1,-1.60047928e0,-1.44839940e0,-8.84555523e-1,-1.39488014e0,-1.39725223e-1,-9.69256689e-2
10497-1901,4.70600460e-1,3.11340065e-1,1.10114337e0,1.04815344e0,6.09965078e-1,1.03806911e0,9.63748443e-2,6.71365047e-2
10497-3701,-6.26671749e-1,-4.90368645e-1,-1.33237548e0,-1.55491160e0,-5.67928862e-1,-1.39957260e0,-1.26361177e-1,-1.14541214e-1
10497-3702,-4.36230093e-1,-8.94307777e-2,-1.20345714e0,-3.20751319e-1,-9.60729873e-1,-3.51621389e-1,-8.48833557e-2,-1.72639944e-2
10497-3704,-2.93846609e-1,-5.20056808e-2,-8.05087182e-1,-1.81923975e-1,-6.36114614e-1,-1.91928727e-1,-5.72238580e-2,-1.05140991e-2
10497-6102,-3.85827184e-1,-2.07802325e-1,-9.99319857e-1,-7.35631461e-1,-7.02886509e-1,-7.89914832e-1,-7.72364869e-2,-4.11372834e-2
10497-6103,8.21841138e-2,8.66055761e-2,1.53532023e-1,2.85876933e-1,2.15065830e-2,2.72485848e-1,1.79055328e-2,1.92900845e-2
10497-6104,-5.42652510e-1,-3.37095002e-1,-1.26200291e0,-1.10230777e0,-7.03565392e-1,-1.04402076e0,-1.09430618e-1,-7.56895626e-2
10497-9101,5.94869627e-1,-1.52810950e-1,1.76748204e0,-5.29423740e-1,1.59464229e0,-5.48796832e-1,1.11611003e-1,-3.14620378e-2
10498-12703,-1.18263776e-1,-1.50045525e-1,-2.25121990e-1,-5.09369792e-1,-3.79796336e-2,-5.10705666e-1,-2.58437833e-2,-3.19593843e-2
10498-1902,-4.79187468e-1,-1.59523524e-1,-1.26864361e0,-5.58182188e-1,-9.37057556e-1,-5.88386033e-1,-9.48316272e-2,-3.22606132e-2
10498-3701,6.04221206e-1,4.09857168e-1,1.38853925e0,1.36279459e0,7.35117841e-1,1.32286949e0,1.23661947e-1,9.00305455e-2
10498-3704,-5.54990653e-1,-4.05169203e-1,-1.21601925e0,-1.30530520e0,-5.66110780e-1,-1.20316266e0,-1.12895520e-1,-9.29337172e-2
10498-6101,3.76841705e0,3.24502251e-1,1.06188214e1,1.20733024e0,8.79418542e0,1.39441061e0,7.26619189e-1,5.81632247e-2
10498-6102,-2.29651923e-1,-1.62967986e-1,-5.58351543e-1,-5.70194537e-1,-3.36937630e-1,-6.00719210e-1,-4.71099891e-2,-3.29698316e-2
10498-6103,7.00505666e-2,-1.42801127e-1,2.58612653e-1,-5.04986246e-1,3.02362203e-1,-5.41273669e-1,1.14052235e-2,-2.83277184e-2
10498-6104,-5.37427524e-1,-3.61178557e-1,-1.22546475e0,-1.18301337e0,-6.42759295e-1,-1.12236853e0,-1.09128851e-1,-8.09624640e-2
10498-9101,-8.32719283e-1,-5.04327460e-1,-1.97777985e0,-1.69140500e0,-1.14656067e0,-1.66527916e0,-1.69428564e-1,-1.09366052e-1
10499-12703,1.32940352e-1,-1.10957160e-1,4.10995729e-1,-3.95954985e-1,3.93674003e-1,-4.30595809e-1,2.43051799e-2,-2.16327299e-2
10499-12704,-3.44237798e-1,-2.75477585e-1,-7.19301571e-1,-8.70007864e-1,-2.85459883e-1,-7.75917313e-1,-6.96950414e-2,-6.47503692e-2
10499-1901,-5.33294814e-2,-1.64285926e-1,-4.09017877e-3,-5.38321641e-1,1.91356767e-1,-5.07712721e-1,-1.38070280e-2,-3.69411662e-2
10499-1902,-7.10506285e-1,-2.50265372e-1,-1.88669417e0,-8.81863302e-1,-1.40059563e0,-9.40055465e-1,-1.40560194e-1,-4.99695726e-2
10499-3701,5.79070575e0,3.60489561e-1,1.62103995e1,1.29778251e0,1.32904182e1,1.43114809e0,1.11838843e0,6.90713390e-2
10499-3702,-8.28353291e-1,-5.29709315e-1,-1.93374404e0,-1.76388942e0,-1.07271774e0,-1.71690470e0,-1.68823669e-1,-1.16085014e-1
10499-3703,-4.95943104e-1,-4.20277924e-1,-1.01996322e0,-1.32823342e0,-3.78971723e-1,-1.18815700e0,-1.00368505e-1,-9.85965000e-2
10499-3704,1.47885202e-1,1.90538804e-1,2.75893024e-1,6.44292570e-1,3.60255054e-2,6.41835516e-1,3.23867490e-2,4.08381415e-2
10499-6101,1.38681375e-1,-9.66321298e-2,4.86698032e-1,-3.07558625e-1,5.27963763e-1,-2.75352158e-1,2.47358738e-2,-2.26094020e-2
10499-6102,1.51983084e-1,8.22712144e-2,3.91226482e-1,2.93446972e-1,2.69737588e-1,3.18265813e-1,3.06658141e-2,1.60757131e-2
10499-6103,-2.39511240e-1,-1.39104226e-1,-5.57888459e-1,-4.47108718e-1,-3.15635118e-1,-4.11430090e-1,-4.79278862e-2,-3.19628569e-2
10499-6104,-1.30794851e-1,-1.49526214e-1,-2.79701758e-1,-5.19361055e-1,-1.06618901e-1,-5.40686785e-1,-2.80011771e-2,-3.06467462e-2
10499-9101,1.22096231e0,2.15401292e-1,3.32031826e0,7.44115547e-1,2.58868737e0,7.68912038e-1,2.38439678e-1,4.45310291e-2
10499-9102,-5.24622301e-2,-1.32332599e-1,1.42053154e-2,-3.75927090e-1,1.98801889e-1,-2.67511528e-1,-1.07568392e-2,-3.50556400e-2
10500-12701,-1.12363405e0,-3.18933641e-1,-3.04071739e0,-1.13278221e0,-2.34169227e0,-1.22282356e0,-2.20565109e-1,-6.27424483e-2
10500-12703,8.12607719e-1,3.28835062e-1,2.13284870e0,1.15596406e0,1.54628777e0,1.22759689e0,1.61519580e-1,6.59440298e-2
10500-12704,2.21786277e-1,1.71904527e-1,4.75259368e-1,5.38794603e-1,2.13824332e-1,4.80325476e-1,4.37234546e-2,4.04090399e-2
10500-1902,9.45428793e-1,5.09491265e-1,2.35375883e0,1.76038840e0,1.51887822e0,1.81772105e0,1.91433574e-1,1.05358520e-1
10500-3702,5.69935629e-3,-5.25649006e-2,9.88010179e-2,-1.32468630e-1,1.74253770e-1,-6.30225617e-2,1.07208021e-3,-1.55576524e-2
10500-3704,1.20069078e0,3.17381826e-1,3.25872383e0,1.12655439e0,2.52413217e0,1.21491700e0,2.35335854e-1,6.25113486e-2
10500-6101,-9.92802661e-3,3.75493771e-2,-6.33517352e-2,1.21783581e-1,-9.93931062e-2,1.12636459e-1,-1.07684099e-3,8.57343977e-3
10500-6102,-4.66736530e-1,-3.28498871e-1,-1.02699989e0,-1.03938722e0,-4.97287124e-1,-9.33124373e-1,-9.33328482e-2,-7.68891188e-2
10500-6103,3.60841249e0,1.17794541e0,9.40886573e0,3.98336406e0,6.79480815e0,3.98491223e0,7.12473765e-1,2.51832350e-1
10500-6104,-3.71309381e-1,-3.26131527e-1,-7.34258457e-1,-1.00938372e0,-2.30910663e-1,-8.69579007e-1,-7.46057762e-2,-7.84636121e-2
10500-9101,8.56227271e-1,-1.18675298e-2,2.44403291e0,-3.13277160e-2,2.07024922e0,-1.53596882e-2,1.63913262e-1,-3.47218294e-3
10501-12704,9.05735636e-2,2.18960784e-1,5.48696510e-2,5.04047063e-1,-1.26730124e-1,2.96485986e-1,-5.01509123e-3,5.43914894e-2
10501-1901,-2.24968668e-1,-1.55969002e-1,-5.25599446e-1,-5.30754712e-1,-2.87043942e-1,-5.34426491e-1,-4.63789706e-2,-3.30870688e-2
10501-1902,1.09129584e-1,1.41922009e-1,1.93778871e-1,4.72763234e-1,7.65281897e-3,4.59320820e-1,2.39112860e-2,3.11282573e-2
10501-3701,-4.97945165e-1,-3.21414773e-1,-1.15947037e0,-1.07394766e0,-6.35490339e-1,-1.05017095e0,-1.01882103e-1,-7.01218002e-2
10501-3703,1.39691817e-1,2.52234749e-1,1.20557400e-1,7.42210771e-1,-2.16256789e-1,5.81282371e-1,2.77035907e-2,6.40216184e-2
10501-3704,-5.56682953e-1,-3.62011492e-1,-1.29432905e0,-1.20535417e0,-7.09502646e-1,-1.17288857e0,-1.13599414e-1,-7.93527792e-2
10501-6102,-5.05493476e-1,-3.61614636e-1,-1.11826278e0,-1.15966408e0,-5.44098703e-1,-1.06466609e0,-1.01810924e-1,-8.32474983e-2
10501-6103,1.48257363e-1,2.25246701e-1,1.85846877e-1,6.92050021e-1,-1.30706791e-1,5.84307369e-1,3.13863196e-2,5.48214367e-2
10501-9101,-4.06203094e-1,-1.30975149e-1,-1.08162405e0,-4.59104688e-1,-8.08554811e-1,-4.85602894e-1,-8.01560558e-2,-2.63929104e-2
10502-12701,2.64428823e-1,9.38514979e-2,7.12709996e-1,3.21219766e-1,5.53908798e-1,3.41643379e-1,5.01384510e-2,1.88839686e-2
10502-12703,7.42535900e-2,1.83185529e-1,2.11177034e-2,4.62371947e-1,-1.61951228e-1,2.99725956e-1,3.44684648e-3,4.76240175e-2
10502-12704,-1.17082404e-2,1.09612562e-1,-1.67899587e-1,3.20815014e-1,-3.02271281e-1,2.41170577e-1,-7.03227736e-4,2.83609683e-2
10502-1901,3.29215901e-1,2.00198282e-1,8.11000537e-1,6.95458898e-1,5.08463146e-1,7.24325759e-1,6.70393135e-2,4.10177178e-2
10502-1902,3.51108154e-1,2.05881990e-1,8.76365203e-1,7.17714558e-1,5.67627429e-1,7.51928585e-1,7.11561223e-2,4.19166889e-2
10502-3701,3.54059451e0,8.56512282e-1,9.64426511e0,3.03911012e0,7.52356051e0,3.27601600e0,6.92653770e-1,1.68800443e-1
10502-3702,-1.57154262e-1,-1.48698391e-1,-3.29666197e-1,-5.01833941e-1,-1.18019949e-1,-4.97172946e-1,-3.34985054e-2,-3.20187345e-2
10502-3703,1.76823277e0,4.12534406e-1,4.80917922e0,1.46381755e0,3.73811132e0,1.57606371e0,3.46471118e-1,8.13690563e-2
10502-3704,5.33275682e-1,3.74708361e-1,1.23142003e0,1.26321096e0,6.53856778e-1,1.25227163e0,1.09877153e-1,8.07036305e-2
10502-6103,-1.17512483e-1,-7.82117077e-2,-2.55483266e-1,-2.41979202e-1,-1.19796096e-1,-2.07222866e-1,-2.34936087e-2,-1.88819815e-2
10502-6104,-4.94670361e-1,-1.87130615e-1,-1.29592445e0,-6.53071793e-1,-9.37260547e-1,-6.85658317e-1,-9.82700590e-2,-3.80162438e-2
10502-9101,3.71004645e-1,4.06216160e-1,6.63586469e-1,1.28286759e0,7.14346128e-2,1.13894132e0,7.74402908e-2,9.57408967e-2
10503-12701,-1.91209389e-1,-8.48912886e-2,-4.73203099e-1,-2.92428270e-1,-3.02117286e-1,-2.86832905e-1,-4.00805916e-2,-1.87825482e-2
10503-12704,-5.29794419e-1,-2.74450463e-1,-1.32436263e0,-9.44363884e-1,-8.65413732e-1,-9.69148121e-1,-1.06886282e-1,-5.71348602e-2
10503-12705,4.68916506e-1,-1.08893038e-1,1.40209612e0,-3.69534846e-1,1.27494533e0,-3.69898216e-1,8.78706810e-2,-2.32206332e-2
10503-1901,-2.06547679e-1,-9.00979803e-2,-5.34708156e-1,-3.15428746e-1,-3.76426115e-1,-3.32700455e-1,-4.12904988e-2,-1.82056770e-2
10503-1902,1.05864566e1,1.77544988e0,2.91915897e1,6.32030035e0,2.32956233e1,6.84845842e0,2.05935228e0,3.47729133e-1
10503-3701,5.67566737e0,1.05712745e0,1.55651381e1,3.72493728e0,1.23126470e1,3.97623612e0,1.10539583e0,2.10883988e-1
10503-3702,2.51376601e0,7.59118952e-1,6.58501963e0,2.57089208e0,4.79330937e0,2.57489648e0,4.96299250e-1,1.62038343e-1
10503-3703,-2.02556186e-1,-1.21255049e-1,-4.85280104e-1,-4.06397903e-1,-2.89203228e-1,-4.00382282e-1,-4.09727057e-2,-2.62943316e-2
10503-3704,4.92882375e0,8.02301619e-1,1.36165270e1,2.85725924e0,1.09056842e1,3.09911099e0,9.57734793e-1,1.56972226e-1
10503-6101,4.40220669e0,5.07603422e-1,1.22800757e1,1.82421284e0,1.00056283e1,2.00664442e0,8.51662816e-1,9.75828596e-2
10503-6102,-4.10958239e-1,-2.37141325e-1,-1.01538320e0,-8.19167024e-1,-6.43506381e-1,-8.45732649e-1,-8.33960492e-2,-4.90517823e-2
10503-6103,-1.38504244e-1,9.03870855e-2,-4.76756245e-1,2.98761222e-1,-5.14137970e-1,2.85125269e-1,-2.42143081e-2,2.01025328e-2
10503-9101,1.55677401e0,-6.46482251e-2,4.42557663e0,-2.23491842e-1,3.72621935e0,-2.30594054e-1,2.98356072e-1,-1.33686723e-2
10504-12701,6.40599871e-1,4.81135754e-1,1.37691853e0,1.49118017e0,6.36268230e-1,1.30325296e0,1.25373613e-1,1.14774929e-1
10504-12702,2.55926144e0,5.40434289e-1,7.01333710e0,1.92105304e0,5.53380505e0,2.07721139e0,4.99224560e-1,1.06127373e-1
10504-12704,1.19845864e-3,7.28244568e-2,-6.91029817e-2,2.23525494e-1,-1.45020346e-1,1.90178890e-1,8.73756964e-4,1.76483058e-2
10504-1901,5.87772371e0,1.38414779e0,1.59688835e1,4.89410092e0,1.23982875e1,5.24605153e0,1.15106356e0,2.74599878e-1
10504-1902,1.29374872e1,1.60586284e0,3.60191132e1,5.76829190e0,2.92415320e1,6.33871629e0,2.50571308e0,3.09066939e-1
10504-3701,1.59567686e0,6.04247973e-1,4.13423275e0,2.07465554e0,2.93349797e0,2.12356934e0,3.17157775e-1,1.26179891e-1
10504-3702,2.55091541e0,5.25939759e-1,6.96615191e0,1.86175287e0,5.46059015e0,1.99882664e0,4.98458019e-1,1.04134114e-1
10504-3703,5.80302451e-1,2.75292264e-1,1.48280494e0,9.58451297e-1,1.01563237e0,1.00212030e0,1.16470155e-1,5.61738111e-2
10504-3704,1.41763383e0,4.75703289e-1,3.79267109e0,1.68317373e0,2.85703921e0,1.80621718e0,2.79621188e-1,9.42510979e-2
10504-6101,3.41968394e0,8.46762533e-1,9.26172096e0,2.98388720e0,7.15174210e0,3.18200000e0,6.70299451e-1,1.69023270e-1
10504-6102,2.27318882e0,1.20968067e0,5.50146970e0,4.02140099e0,3.37200396e0,3.90675818e0,4.57820695e-1,2.65624092e-1
10504-6103,1.14302358e0,7.40762558e-1,2.71985816e0,2.52953871e0,1.56483994e0,2.56183962e0,2.34468358e-1,1.56249891e-1
10504-9101,8.69956575e-2,3.52671082e-2,2.39261818e-1,1.32991085e-1,1.86079000e-1,1.55076880e-1,1.73449826e-2,6.18706346e-3
10505-12701,-1.33402366e-1,1.53204496e-2,-4.39183054e-1,2.78318304e-2,-4.43122994e-1,-2.99554791e-2,-2.29039652e-2,7.10194354e-3
10505-12702,3.98712074e0,7.79676916e-1,1.07941532e1,2.68137780e0,8.35459263e0,2.75474507e0,7.79133558e-1,1.62263390e-1
10505-12703,-3.86776220e-1,-4.05522576e-1,-6.82744541e-1,-1.07793913e0,-1.79000011e-1,-7.47095308e-1,-5.81745858e-2,-1.06805751e-1
10505-12704,-3.62976161e-1,-3.10122941e-1,-7.18827432e-1,-9.26568686e-1,-2.49412417e-1,-7.56927018e-1,-6.98130294e-2,-7.70278200e-2
10505-12705,3.50129469e0,5.73945818e-1,9.62275007e0,2.01473056e0,7.64521350e0,2.13933184e0,6.80919412e-1,1.15231151e-1
10505-1901,3.43709664e0,1.04032934e0,9.20420977e0,3.65283882e0,6.95751529e0,3.87424810e0,6.76657994e-1,2.08992165e-1
10505-1902,1.59667372e0,3.44403748e-1,4.38114536e0,1.23062950e0,3.46261069e0,1.34091820e0,3.11508932e-1,6.69810818e-2
10505-3701,7.65747154e-1,1.58616763e-1,2.08404437e0,5.57314995e-1,1.62443793e0,5.91297389e-1,1.49758965e-1,3.18423917e-2
10505-3702,1.85348741e0,7.52514390e-1,4.79731591e0,2.60043965e0,3.39198158e0,2.68943925e0,3.68989084e-1,1.55445379e-1
10505-3703,-2.53119997e-1,5.13085891e-2,-8.50841135e-1,9.61145461e-2,-8.66020897e-1,-2.97124652e-2,-4.77263818e-2,1.86604945e-2
10505-3704,3.81974428e0,1.18212940e0,1.01497935e1,4.11708675e0,7.56306602e0,4.31002558e0,7.53754119e-1,2.40968495e-1
10505-6102,3.28993776e0,3.17644645e-1,9.18942529e0,1.14374193e0,7.50408255e0,1.26161789e0,6.36147664e-1,6.08407276e-2
10505-6103,6.56967142e-2,2.87493167e-2,1.26468329e-1,6.79295370e-2,3.48025397e-2,1.79792819e-2,1.33881755e-2,9.17451264e-3
10505-6104,-7.35730996e-1,-3.33861583e-1,-1.87701436e0,-1.15321372e0,-1.28469459e0,-1.19097310e0,-1.47413419e-1,-6.90480566e-2
10506-12701,-5.18082259e-1,-3.82545306e-1,-1.12388894e0,-1.20818042e0,-5.20447934e-1,-1.08277633e0,-1.03519055e-1,-8.96583846e-2
10506-12703,-5.20217483e-1,-4.93517749e-1,-9.63826356e-1,-1.44357420e0,-2.39766651e-1,-1.13569435e0,-9.80597602e-2,-1.24979030e-1
10506-12705,-4.42338259e-2,7.35565965e-2,-2.39007925e-1,1.28606799e-1,-2.84649903e-1,-1.72029017e-2,-1.54169846e-2,2.49653754e-2
10506-1902,3.36493985e0,4.53705423e-1,9.32153067e0,1.61438700e0,7.50281067e0,1.74836610e0,6.53016691e-1,8.89264960e-2
10506-3701,8.81836718e-2,5.17276519e-2,2.24348076e-1,1.80753338e-1,1.52631058e-1,1.90417034e-1,1.76797824e-2,1.04761089e-2
10506-3704,2.64859757e0,1.01681714e0,6.79627624e0,3.45711735e0,4.73334783e0,3.48284738e0,5.27350836e-1,2.15760644e-1
10506-6102,1.51463101e-1,2.38685832e-1,1.97188419e-1,7.56259121e-1,-1.28708524e-1,6.73952822e-1,3.32256020e-2,5.60675141e-2
10506-6103,2.67672847e0,9.41576921e-1,6.93464479e0,3.20091403e0,4.93038177e0,3.22414340e0,5.31030386e-1,1.99838886e-1
10506-6104,-2.33174454e-1,-2.53895881e-1,-3.79091942e-1,-6.58279561e-1,-5.30003769e-2,-4.14192848e-1,-3.55794788e-2,-6.96969544e-2
10506-9101,-4.36044536e-1,-3.00827519e-1,-9.79359125e-1,-9.80348370e-1,-4.90217027e-1,-9.20904836e-1,-8.88345923e-2,-6.79661869e-2
10506-9102,-3.07347412e-1,-1.53991973e-1,-7.71066937e-1,-5.97010112e-1,-4.61272090e-1,-6.68624646e-1,-7.00442427e-2,-2.83429556e-2
10507-12701,3.92386138e-1,2.72328865e-1,8.78249088e-1,9.00891789e-1,4.23766770e-1,8.64112760e-1,8.12215683e-2,6.03853750e-2
